project,COM-1,COM-2,POP-1,STA-1,STA-2,STA-3,STA-4,STA-5,STA-6,STA-7,STA-8,STA-9,TEC-1,TEC-2,TEC-3,TEC-4,SWQ-1,SWQ-2.1,SWQ-2.2,SWQ-2.3,SWQ-2.4,SWQ-2.5,SWQ-2.6,SWQ-2.7,init,end,frequency (weeks),project_url
incubator-retired-Amaterasu,8753167.2676,123,140,7,-44,26,1,2,False,4,24,9,426,65317,98,715,0.0023589963542783618,22.69,2,0,0,1,16.62093296746374,154,2017-09-27,2019-10-18,12,https://github.com/apache/incubator-retired-Amaterasu
oltu,6941135.680196809,387,452,11,28,122,3,2,True,-1,73,4,0,6917,2,1327,0.078125,81.65,5,0,0,0,17.573221757322177,46,2013-05-28,2023-04-15,12,https://github.com/apache/oltu
Abdera,2938138.296738281,259,61,15,4,25,1,2,True,-2,97,9,0,26165,35,1611,0.017543859649122806,55.07,40,1,0,2,9.907712322640972,274,2009-05-21,2020-11-26,12,https://github.com/apache/Abdera
ACE,9788017.927576544,1935,80,14,23,24,2,2,True,-2,88,13,0,4022,19,1858,0.0010720897460694647,19.66,42,0,6,15,8.611501326733114,235,2010-05-26,2020-06-17,12,https://github.com/apache/ACE
Allura,Issues missing,Issues missing,254,10,93,34,0,4,False,-6,Commits or Issues or PRs missing,38,0,71850,1226,13389,Issues missing,41.98,39,0,10,12,14.046379555134878,245,2014-04-05,2023-05-25,12,https://github.com/apache/Allura
incubator-BatchEE,3597850.263557143,679,47,11,65,19,2,1,True,-3,36,8,0,38758,14,267,0.05246720799500312,33.14,29,0,1,3,9.233974886220322,126,2013-11-05,2023-05-22,12,https://github.com/apache/incubator-BatchEE
Aurora,4326385.4242451135,6503,1500,11,235,242,0,5,False,-22,351,126,119,45584,452,3701,0.020702841695786907,92.86,29,1,0,6,2.437869822485207,286,2013-11-05,2020-02-23,12,https://github.com/apache/Aurora
bval,7829269.789685184,462,99,13,-57,27,5,2,False,1,89,18,57,19476,64,1414,0.03985969387755102,32.75,12,0,0,0,5.535549786450046,67,2011-02-02,2023-05-15,12,https://github.com/apache/bval
Airavata,6905910.718540531,12763,289,10,375,115,7,5,False,-7,276,99,1104,26050,299,10385,0.015365125328024613,2.3,0,50,95,335,50.31224500897569,323,2014-01-29,2023-05-23,12,https://github.com/apache/Airavata
AsterixDB,2077165.5111151026,5825,640,9,-99,128,1,4,False,7,176,56,0,6592,886,8286,0.012878609751405425,22.61,0,16,19,113,15.531952746939938,894,2015-03-10,2023-05-26,12,https://github.com/apache/AsterixDB
Bloodhound,Issues missing,Issues missing,321,11,216,35,1,1,True,-9,Commits or Issues or PRs missing,19,0,46401,71,1483,Issues missing,6.96,6,7,76,28,42.61659031627482,339,2013-04-08,2023-04-15,12,https://github.com/apache/Bloodhound
incubator-retired-Blur,4521682.770293652,313,103,10,130,33,-2,1,True,-4,27,8,0,3881,156,5120,0.0038594124700239807,14.41,29,2,15,38,32.243305862685865,196,2014-05-30,2017-06-22,12,https://github.com/apache/incubator-retired-Blur
Brooklyn,5337527.811984751,2060,339,9,20,71,-3,1,True,-4,87,24,6,9614,80,2499,0.5850515463917526,0.0,0,0,0,0,0.0,0,2015-12-02,2023-01-31,12,https://github.com/apache/Brooklyn
Buildr,14307120.323351242,2109,375,15,273,91,2,3,True,-4,179,26,435,71886,7,4393,0.04629035706649562,7.64,27,0,4,3,11.448578882328713,106,2009-05-21,2022-07-07,12,https://github.com/apache/Buildr
Aries,5982778.513506328,7071,364,15,465,152,4,7,False,-17,494,59,439,1521,164,20633,0.017942636595318414,54.78,31,2,4,17,14.309328418250171,180,2009-09-30,2023-04-21,12,https://github.com/apache/Aries
Chemistry,3686599.8813372506,3447,24,15,82,8,PRs missing,2,False,-4,Commits or Issues or PRs missing,14,0,PRs missing,25,482,0.1762496388327073,0.0,0,0,0,0,,0,2009-05-21,2022-01-26,12,https://github.com/apache/Chemistry
Chukwa,2653716.3200955587,856,210,12,0,44,0,1,True,0,48,11,0,34723,556,548,0.007568359375,15.01,38,1,6,17,12.52034649853131,385,2012-04-07,2019-07-05,12,https://github.com/apache/Chukwa
Click,4661232.728844296,37,33,11,11,11,PRs missing,1,True,-1,Commits or Issues or PRs missing,2,0,PRs missing,570,10443,0.00293968326755212,21.27,43,1,5,7,13.77078786966664,194,2013-11-08,2015-09-14,12,https://github.com/apache/Click
incubator-retired-Corinthia,915542.6232045457,222,36,10,98,6,PRs missing,2,False,-2,Commits or Issues or PRs missing,4,0,PRs missing,156,292,0.0008123476848090983,170.07,9,7,12,19,21.299177894907267,590,2014-12-18,2016-01-31,12,https://github.com/apache/incubator-retired-Corinthia
Clerezza,2862894.8425464923,1930,104,13,305,28,1,1,False,-3,69,21,1,68927,314,3798,0.01443277457049454,30.72,5,0,2,1,6.523757932208636,228,2011-02-12,2022-05-20,12,https://github.com/apache/Clerezza
incubator-retired-Cotton,2115615.502,15,207,9,0,23,PRs missing,1,False,0,Commits or Issues or PRs missing,0,0,PRs missing,19,37,0.03314917127071823,49.07,3,0,0,2,3.0303030303030303,248,2015-08-01,2015-12-10,12,https://github.com/apache/incubator-retired-Cotton
cTAKES,20849520.02168191,103,42,2,49,4,-7,1,False,-1,8,0,0,-1,8,73,0.0018801657554129972,5.16,0,14,16,88,41.240219800099496,833,2022-11-29,2023-05-17,12,https://github.com/apache/cTAKES
Crunch,438762.56447754515,3908,293,12,61,83,1,1,True,-5,209,58,0,61888,57,1217,0.0467412771560237,18.15,20,0,0,4,14.320730436914026,114,2012-10-19,2021-02-02,12,https://github.com/apache/Crunch
Deltacloud,1942697.7177250981,2384,172,14,83,24,0,2,True,-4,126,36,0,65397,88,2586,0.034282064021577116,159.19,14,0,2,0,27.73544589582325,94,2010-07-29,2020-09-22,12,https://github.com/apache/Deltacloud
DirectMemory,1849309.6265779824,557,133,13,69,27,0,1,True,-6,42,10,0,76108,10,642,0.008938303902332679,40.69,3,0,2,0,7.289701062667594,78,2011-10-15,2023-04-17,12,https://github.com/apache/DirectMemory
DistributedLog,1494305.4623906256,1144,443,8,28,73,-33,1,True,-7,61,29,0,25760,53,310,0.005411346918068826,43.83,40,1,6,10,5.70827425330467,136,2016-07-22,2023-04-17,12,https://github.com/apache/DistributedLog
DeltaSpike,7193572.719667012,3736,420,11,29,130,0,2,False,-4,306,72,1148,44057,63,2499,0.04525107045543013,84.11,37,0,0,7,2.821631051024858,141,2013-06-04,2023-05-10,12,https://github.com/apache/DeltaSpike
Derby,7327678.1212651245,21343,744,13,102,138,0,4,False,-9,385,13,0,67715,117,8152,0.04950248756218906,95.1,0,22,53,170,10.741400427322358,901,2011-06-19,2023-05-19,12,https://github.com/apache/Derby
Drill,4192754.4094822877,57398,4573,12,-29,945,13,8,False,6,1222,237,387,12410,250,4375,0.08011226478201437,56.59,0,10,12,57,11.382147955327904,358,2012-09-05,2023-05-23,12,https://github.com/apache/Drill
CXF,5350733.288340371,13959,3014,10,346,1380,21,2,False,-8,1768,234,573,3314,965,36012,0.04012718226513969,118.25,0,1,19,77,13.055786411801371,270,2014-02-19,2023-05-29,12,https://github.com/apache/CXF
Eagle,1588072.006220073,4618,1010,9,111,190,-84,3,True,-9,131,45,0,62996,134,990,0.011411428250995346,29.28,42,1,0,9,15.598043574922189,246,2015-11-18,2020-11-20,12,https://github.com/apache/Eagle
Empire-db,12470583.921762895,779,179,13,-2,27,1,1,False,0,53,14,0,6314,142,1598,0.010586159576553617,6.37,35,8,2,6,13.308558005819863,140,2011-07-14,2023-05-22,12,https://github.com/apache/Empire-db
incubator-retired-Edgent,1980720.908269972,1966,562,8,349,140,-124,2,False,-13,63,23,0,30009,177,1228,0.00448715403248223,69.01,14,1,1,6,7.370239368265197,430,2016-03-10,2019-11-01,12,https://github.com/apache/incubator-retired-Edgent
Etch,11666261.171568867,469,43,15,32,9,PRs missing,3,False,-3,Commits or Issues or PRs missing,6,0,PRs missing,216,455,0.0054585152838427945,92.36,36,1,3,5,11.387594119756184,213,2009-03-27,2015-05-18,12,https://github.com/apache/Etch
ESME,4435278.189178218,686,43,14,303,11,1,2,True,-4,21,9,0,43731,90,2060,0.04081033470346448,12.3,5,0,0,0,14.701921899865344,98,2010-05-26,2023-04-18,12,https://github.com/apache/ESME
Falcon,1868437.627718405,12423,315,11,80,117,0,6,False,-4,231,58,0,28092,1258,1298,0.0368270169801216,63.42,39,2,4,21,12.862245365221828,327,2013-07-20,2019-07-25,12,https://github.com/apache/Falcon
CouchDB,17488680.689644292,26048,12425,15,117,1039,126,2,False,8,1602,268,3859,12566,546,16458,0.05688571498447015,55.19,7,0,15,1,16.37939050678389,111,2009-05-21,2023-05-27,12,https://github.com/apache/CouchDB
FtpServer,3646881.0218484183,399,209,13,79,57,1,1,True,-2,104,2,0,45016,79,1084,0.029199960540593865,58.62,21,0,0,6,12.282972069448938,149,2011-04-21,2023-04-24,12,https://github.com/apache/FtpServer
FreeMarker,1747141.8697292819,909,1957,9,93,247,-6,1,False,-1,197,36,0,14208,479,3026,0.004749841671944269,73.69,3,13,7,26,8.664883671392394,264,2015-09-04,2023-05-20,12,https://github.com/apache/FreeMarker
incubator-retired-Gearpump,747920.0069191175,2026,693,8,64,97,-55,3,False,-9,59,18,0,40590,526,1761,0.00637085557898515,25.16,14,0,0,3,3.010179562235135,153,2016-04-13,2018-08-28,12,https://github.com/apache/incubator-retired-Gearpump
Giraph,1298573.5597413937,8018,1522,13,50,302,2,4,True,-8,298,57,0,39915,9,1165,0.020250723240115717,18.19,42,0,2,19,7.823909503213266,179,2011-08-28,2023-04-14,12,https://github.com/apache/Giraph
Hama,2016328.7287991385,5965,337,14,71,75,1,2,False,-1,124,25,0,77305,553,1171,0.003947085927565193,13.52,30,0,2,4,10.13187927973624,170,2010-08-25,2020-02-11,12,https://github.com/apache/Hama
Harmony,1158840.38778382,1028,189,14,364,37,PRs missing,1,False,-8,Commits or Issues or PRs missing,14,0,PRs missing,61,1389,0.07446035699460357,63.54,0,50,126,349,16.962352511435896,3730,2010-05-26,2011-10-30,12,https://github.com/apache/Harmony
Geronimo,5353122.073008941,19,92,15,352,22,5,4,False,-9,32,25,0,34872,1082,15550,0.002156340654169422,24.98,0,4,10,60,19.009156786611573,350,2009-07-01,2023-04-17,12,https://github.com/apache/Geronimo
incubator-retired-HORN,1318969.9274137933,222,77,9,17,17,-8,1,False,-3,22,6,0,10730,20,20,0.058091286307053944,3.61,3,0,0,0,35.95406360424028,56,2015-09-18,2021-11-17,12,https://github.com/apache/incubator-retired-HORN
HCatalog,1505300.596588132,3988,169,13,52,47,1,2,True,-3,93,9,0,-1,593,113,0.10196394942157654,82.43,24,2,0,3,6.890167294848905,156,2011-04-14,2023-04-14,12,https://github.com/apache/HCatalog
incubator-retired-HTrace,950294.8571021509,1486,293,9,52,81,0,2,True,-5,37,10,0,44448,117,548,0.06681112314915132,24.41,41,1,6,4,49.91583998853992,285,2015-04-22,2018-04-11,12,https://github.com/apache/incubator-retired-HTrace
Helix,3831464.957144224,4539,1053,10,85,207,74,6,False,5,211,86,1352,29776,254,4719,0.015257641065830722,84.84,32,1,7,21,7.642750213857998,393,2014-01-13,2023-06-01,12,https://github.com/apache/Helix
Impala,6864444.1254755845,34394,2384,8,77,464,0,16,False,6,855,172,0,41131,1216,10730,0.030396876312497982,21.44,0,13,77,126,40.737250817778495,907,2016-04-13,2023-06-01,12,https://github.com/apache/Impala
incubator-retired-iota,510018.75186842104,229,99,8,1,33,0,2,False,-1,26,11,0,3863,37,155,0.0011597564511452595,76.0,2,0,0,0,15.654688145394465,43,2016-02-06,2020-05-20,12,https://github.com/apache/incubator-retired-iota
Isis,10178092.57520137,28326,1864,12,-721,300,134,2,False,2,170,57,8032,27130,450,23842,0.0028122822347827047,10.42,37,1,41,13,7.144350955692817,616,2012-11-30,2023-06-02,12,https://github.com/apache/Isis
ant-ivy,10443274.708573185,950,234,10,6,116,0,2,True,-2,204,26,0,20072,1001,2386,0.07817511225144323,69.15,31,0,3,17,3.9669465405462856,174,2014-05-28,2023-06-17,12,https://github.com/apache/ant-ivy
Jackrabbit,2115730.915356426,63994,819,15,612,205,0,3,False,-9,949,39,0,79935,927,13695,0.1011803549319026,47.86,0,22,14,65,11.3925981053004,619,2009-05-21,2023-07-08,12,https://github.com/apache/Jackrabbit
db-jdo,4289662.386710456,219,44,6,-13,10,0,1,False,4,25,10,131,53073,194,1940,0.0038121502149403843,3.7,0,50,39,99,38.85691897054142,464,2018-07-20,2023-06-10,12,https://github.com/apache/db-jdo
jclouds,4734377.477020818,5993,438,10,103,116,3,3,False,-19,657,210,489,44411,538,12046,0.010529361445176874,79.02,12,4,1,16,11.570496417604913,210,2014-01-07,2023-05-10,12,https://github.com/apache/jclouds
Johnzon,3129026.355283184,1058,152,10,48,66,6,2,False,0,131,35,0,49838,78,939,0.060810810810810814,110.17,29,5,2,12,8.52731177802287,225,2014-09-11,2023-05-22,12,https://github.com/apache/Johnzon
Joshua,5767237.8681283165,611,267,8,209,65,-24,3,True,-12,62,32,0,79127,242,4139,0.0007553578025152863,11.1,25,5,8,22,20.812156280136577,429,2016-03-25,2021-11-13,12,https://github.com/apache/Joshua
JSPWiki,6843573.695720203,2940,280,15,138,94,14,1,False,0,220,22,0,80048,528,9610,0.006357866365256705,23.25,41,0,7,5,9.989461340933042,124,2009-03-27,2023-05-30,12,https://github.com/apache/JSPWiki
Juneau,17538999.42266667,523,184,8,208,40,5,1,False,-7,53,20,1062,34581,305,2825,0.00022971280430109878,63.77,0,13,11,35,24.59108607829816,403,2016-08-02,2023-06-01,12,https://github.com/apache/Juneau
Kalumet,1541798.81116,92,20,13,40,6,2,2,True,-1,11,3,0,-1,2,192,0.0017554125219426564,1.01,39,1,7,63,37.65421472427842,547,2011-11-06,2023-04-14,12,https://github.com/apache/Kalumet
Knox,3960454.214870292,10713,565,10,68,235,2,4,False,0,412,90,463,54166,90,3083,0.0562722909603276,76.56,44,1,6,6,31.015159408872,305,2014-03-01,2023-05-31,12,https://github.com/apache/Knox
Kudu,9235713.623403035,7543,4048,8,268,634,5,4,False,-7,518,167,0,76625,1760,9413,0.021774045239992643,21.63,0,5,58,88,8.179514773392908,317,2016-01-29,2023-06-01,12,https://github.com/apache/Kudu
Geode,3974051.98329853,57677,5095,9,65,679,-7,3,False,-22,590,253,571,6269,1807,11478,0.024234364854166853,22.39,0,8,73,179,16.54115275848678,1599,2015-04-30,2023-06-18,12,https://github.com/apache/Geode
logging-log4php,9917073.167291267,169,281,12,33,79,-1,2,True,-3,72,15,5,83148,3,1044,0.02599388379204893,74.94,9,0,0,1,1.276897611728541,85,2012-12-08,2020-12-18,12,https://github.com/apache/logging-log4php
Lucy,3056614.7383840824,480,220,13,226,26,0,2,False,-4,37,11,0,48161,24,3417,0.006492266564827191,19.95,14,14,8,25,9.83782815159932,512,2011-11-19,2018-03-15,12,https://github.com/apache/Lucy
Lens,1869857.867993928,9166,218,10,156,100,-5,3,False,-15,165,82,0,35949,100,2370,0.03259259259259259,68.34,36,3,5,12,4.490207526139802,185,2014-11-12,2020-06-15,12,https://github.com/apache/Lens
MRUnit,1853120.4706450012,1148,103,13,24,27,0,2,True,-1,95,15,0,-1,53,282,0.06936416184971098,143.51,1,0,0,0,21.055959532089787,90,2011-03-26,2016-05-12,12,https://github.com/apache/MRUnit
Lenya,Issues missing,Issues missing,45,13,6,9,1,2,True,-2,Commits or Issues or PRs missing,4,0,2091,344,12522,Issues missing,8.72,26,0,0,2,27.470004443786102,248,2011-12-26,2023-04-17,12,https://github.com/apache/Lenya
commons-ognl,5530371.727073299,118,199,11,-51,43,8,1,False,4,36,10,3,86013,22,885,0.09743589743589744,45.8,33,1,1,8,5.773593466424682,160,2013-07-10,2023-05-25,12,https://github.com/apache/commons-ognl
incubator-Omid,2893201.5451625613,1239,210,8,163,54,0,2,False,-8,69,27,5,18547,64,1410,0.01509433962264151,111.48,6,0,0,0,3.3976655495203976,65,2016-04-14,2023-06-15,12,https://github.com/apache/incubator-Omid
Onami,798863.0274423077,0,25,5,0,3,PRs missing,1,False,0,Commits or Issues or PRs missing,0,0,PRs missing,6,1506,0.019476567255021303,108.46,6,0,0,2,5.4950577986262354,115,2019-01-25,2015-10-06,12,https://github.com/apache/Onami
Ode,7633592.074445862,2333,152,15,110,64,0,3,True,-7,163,22,0,61799,86,5571,0.03010295950874925,40.2,16,3,9,26,18.099303654748905,307,2009-05-21,2020-01-14,12,https://github.com/apache/Ode
Oozie,6501156.02723561,27552,1827,13,54,475,2,3,False,-1,701,41,0,74623,2628,550,0.0698857994041708,91.72,33,3,7,35,13.170370741985652,381,2011-09-14,2023-04-20,12,https://github.com/apache/Oozie
Lucene.NET,7379545.734388446,5216,4619,15,-2,627,43,1,False,1,320,90,4848,11618,694,7709,0.004782745501873623,54.48,0,32,40,195,14.782500204356449,1929,2009-03-27,2023-05-17,12,https://github.com/apache/Lucene.NET
Openmeetings,1515133.3272727274,249,1413,9,-36,255,2,1,False,2,41,22,0,26453,115,5843,1.2086490929088557e-05,6.61,43,0,3,16,23.9727596476248,303,2015-03-13,2023-05-24,12,https://github.com/apache/Openmeetings
OpenEJB,12168864.498799697,660,51,11,-1,27,11,2,False,1,71,0,0,17355,900,23326,0.005834795530294762,45.72,0,21,15,148,23.816161793923,343,2013-01-23,2023-04-18,12,https://github.com/apache/OpenEJB
OpenWebBeans,6652053.028015654,3316,168,13,121,58,2,2,False,0,185,28,78,60190,115,4278,0.03379591836734694,82.88,44,0,5,9,5.595082726392456,150,2011-01-28,2023-05-21,12,https://github.com/apache/OpenWebBeans
OpenJPA,5800253.009014613,7805,343,15,423,113,0,4,False,-8,647,43,0,17401,272,7224,0.04860500025881257,75.74,0,19,46,50,13.06292109169807,511,2009-05-21,2023-06-09,12,https://github.com/apache/OpenJPA
PhotArk,1275150.7811744187,208,26,14,39,6,1,1,True,-3,17,5,0,21040,3,411,0.011805998723675814,5.97,9,0,0,0,12.169826608329284,84,2010-08-12,2023-02-22,12,https://github.com/apache/PhotArk
Pig,3172178.294230457,5347,1773,15,138,459,3,4,True,-5,170,41,0,4913,4627,1660,0.008740992314893432,74.65,0,11,18,64,15.19396460071615,495,2009-05-21,2023-05-19,12,https://github.com/apache/Pig
Pluto,10419532.48007692,618,21,15,-1,9,2,3,True,1,61,5,0,17654,54,2243,0.03271617227420532,17.17,17,0,0,4,13.57196589769308,134,2009-05-21,2023-04-17,12,https://github.com/apache/Pluto
Pivot,3156522.065824766,2023,99,13,67,29,PRs missing,3,False,-7,Commits or Issues or PRs missing,9,0,PRs missing,46,5119,0.00825102829979557,9.34,13,3,15,38,17.68072791673618,346,2011-08-18,2022-08-10,12,https://github.com/apache/Pivot
incubator-retired-Provisionr,2026989.1019736845,87,19,11,0,9,PRs missing,1,False,0,Commits or Issues or PRs missing,0,0,PRs missing,26,325,0.0037344398340248964,51.75,2,0,0,0,4.443282801881861,54,2013-06-12,2013-11-25,12,https://github.com/apache/incubator-retired-Provisionr
incubator-retired-Quickstep,2337116.0478026313,1007,242,8,271,62,-51,1,False,-26,63,39,0,81980,619,781,0.0023319730157408177,34.42,12,1,9,46,18.41480778357855,405,2016-04-14,2018-11-30,12,https://github.com/apache/incubator-retired-Quickstep
PDFBox,12208080.815552313,49405,4763,15,-60,743,2,3,False,0,2157,13,0,24927,274,17979,0.03971932471193068,18.69,22,2,15,51,18.055870997047467,339,2009-09-26,2023-07-02,12,https://github.com/apache/PDFBox
Rave,2451691.2257217956,326,43,10,4,13,0,3,False,-2,16,6,0,68270,41,1730,0.045754956786985254,62.78,19,2,1,1,15.676303134155106,60,2014-03-19,2017-05-05,12,https://github.com/apache/Rave
openoffice,12172149.402555559,234,1797,11,452,281,2,2,False,-16,98,65,3275,56717,441,16157,2.7628456204752646e-06,5.69,0,50,157,570,18.99917754843857,1601,2013-11-13,2023-06-01,12,https://github.com/apache/openoffice
Roller,31519917.800408058,2324,349,15,21,119,2,2,False,0,115,30,199,63493,319,4803,0.004516492997942523,11.42,36,2,0,16,13.687810805337412,304,2009-05-21,2023-04-26,12,https://github.com/apache/Roller
incubator-S2Graph,893649.1321401881,1164,604,8,38,68,-43,1,False,-4,42,16,0,65006,165,1527,0.0031858161922570815,23.31,35,0,0,5,14.618882535680518,147,2016-01-08,2020-05-28,12,https://github.com/apache/incubator-S2Graph
incubator-retired-S4,3399857.8829481476,595,100,12,35,18,-2,1,False,-3,54,11,0,49954,163,542,0.0026980439181593344,42.98,2,0,0,0,5.2032201060278815,73,2012-01-13,2022-11-07,12,https://github.com/apache/incubator-retired-S4
Sanselan,Issues missing,Issues missing,91,15,19,17,1,1,True,-3,Commits or Issues or PRs missing,7,0,66727,37,291,Issues missing,15.57,31,0,0,19,10.477158153894251,194,2009-05-21,2023-04-14,12,https://github.com/apache/Sanselan
Sentry,2891828.7415288896,8625,323,8,93,89,0,7,False,-10,162,26,0,31901,55,1694,0.10043420804228809,113.42,41,1,3,5,25.590229972974356,158,2016-03-26,2021-01-20,12,https://github.com/apache/Sentry
ServiceMix,9539576.892152525,6137,451,10,134,159,-16,2,True,-6,247,21,18,9395,33,939,0.25401010766864424,21.12,0,0,1,0,30.49464558898521,32,2014-03-28,2023-07-02,12,https://github.com/apache/ServiceMix
Ranger,2793392.8088539923,13258,2334,10,52,828,13,7,False,16,863,162,2,52903,211,5842,0.02533570500354829,13.98,0,26,57,140,27.326019183808476,454,2014-07-27,2023-07-06,12,https://github.com/apache/Ranger
Phoenix,2467031.696921266,45734,2952,10,347,986,0,4,False,-2,1085,207,1365,27696,157,14211,0.04305345936929065,17.27,0,14,52,194,19.21583250359992,1104,2014-06-04,2023-06-02,12,https://github.com/apache/Phoenix
OFBiz,5252098.81290145,51075,2074,15,1372,566,0,3,False,-17,896,43,0,69591,232,31770,0.005044068404018232,2.34,0,48,105,243,17.533314811798856,753,2009-05-20,2022-01-10,12,https://github.com/apache/OFBiz
Sirona,137932.09630188678,199,270,11,215,54,2,1,True,-3,21,7,0,13356,82,826,0.0040941658137154556,15.41,33,1,6,7,3.6090089546838726,154,2013-10-24,2023-05-22,12,https://github.com/apache/Sirona
incubator-retired-Slider,1102097.0148664808,5838,230,10,340,76,1,1,False,-5,113,15,0,4634,205,2508,0.0381253035454104,58.08,37,1,7,13,10.035027765912004,260,2014-05-22,2018-07-30,12,https://github.com/apache/incubator-retired-Slider
Qpid,7851327.313252764,30586,338,15,1195,86,0,1,True,-17,579,46,0,26908,2838,35301,0.0238118496397289,76.21,24,2,2,12,7.471264367816092,244,2009-05-21,2023-07-07,12,https://github.com/apache/Qpid
SIS,26011868.239548743,989,210,11,247,44,0,1,False,1,73,18,0,4324,318,8159,0.0013768808067777267,33.72,0,12,6,55,3.261115255080129,330,2013-06-11,2023-06-13,12,https://github.com/apache/SIS
stdcxx,6043082.293008385,190,141,15,23,27,PRs missing,1,False,-2,Commits or Issues or PRs missing,5,0,PRs missing,39,2914,0.050818598559266535,85.06,36,3,10,16,15.275858512942149,356,2009-03-27,2013-06-13,12,https://github.com/apache/stdcxx
Sqoop,3420640.9166456223,18961,2464,13,50,590,0,4,True,-5,823,46,119,75587,309,1977,0.08361275214221087,97.11,30,0,6,16,10.565992220245452,191,2011-08-04,2021-07-05,12,https://github.com/apache/Sqoop
Stanbol,3390509.830874685,4168,299,14,281,75,4,4,True,-12,168,24,0,6938,681,6283,0.006625616650462713,27.71,0,10,6,55,21.43555862024728,403,2010-12-11,2023-04-14,12,https://github.com/apache/Stanbol
Streams,12481677.494333964,2638,193,10,215,47,-36,1,False,-7,55,30,859,81634,225,1778,0.0011888437818741852,27.54,35,0,2,1,32.0151723024776,112,2014-03-18,2023-04-15,12,https://github.com/apache/Streams
Stratos,2242744.1498368895,2413,432,10,181,118,-16,5,False,-23,141,67,0,73520,524,9120,0.011395504117516136,4.07,0,3,37,107,61.64469693279786,438,2014-06-03,2018-07-29,12,https://github.com/apache/Stratos
Synapse,3635608.035487715,2484,157,15,346,53,7,4,False,-9,185,43,117,72395,347,13258,0.01423833738669025,18.62,0,8,1,44,12.55453081540038,297,2009-05-21,2023-05-14,12,https://github.com/apache/Synapse
Tajo,1999797.9251477828,14272,376,10,229,112,-37,1,True,-5,98,36,1019,5507,625,2306,0.027391460117903787,31.22,0,19,17,50,10.729253981559095,427,2014-03-21,2021-03-18,12,https://github.com/apache/Tajo
Tashi,17145295.379666667,13,30,12,65,10,0,2,False,-1,7,2,0,-1,6,557,0.010778443113772455,0.0,3,1,0,2,12.309175638759442,594,2012-07-11,2014-01-20,12,https://github.com/apache/Tashi
incubator-Tephra,3459915.717818583,1053,117,8,24,51,1,5,True,-3,59,24,0,4585,21,488,0.021598670851024553,85.32,32,1,2,1,60.61860691670726,120,2016-06-02,2023-04-17,12,https://github.com/apache/incubator-Tephra
SpamAssassin,Issues missing,Issues missing,550,15,387,64,0,4,False,-2,Commits or Issues or PRs missing,17,0,66337,403,39550,Issues missing,0.09,0,13,14,81,16.64227880206809,1556,2009-05-20,2023-06-01,12,https://github.com/apache/SpamAssassin
incubator-retired-Tamaya,4928680.0959913805,2384,123,10,373,35,-5,1,False,-10,59,21,0,31226,44,1589,0.012712975098296199,114.62,4,0,0,0,11.222407716564645,64,2014-11-21,2020-11-29,12,https://github.com/apache/incubator-retired-Tamaya
Tez,3482606.1560480352,31354,1241,11,157,393,0,3,False,-1,532,88,163,16741,2388,1816,0.08212381016674543,74.49,32,2,15,27,11.217488260394108,331,2013-04-08,2023-07-04,12,https://github.com/apache/Tez
Solr,5710092.868682934,13154,1977,3,-66,485,-131,12,False,-7,580,99,11512,10113,25329,43266,0.015771904832776986,67.86,0,13,47,168,16.774976034235294,675,2021-02-23,2023-07-07,12,https://github.com/apache/Solr
myfaces-trinidad,3509566.0565843736,37,18,7,12,10,1,2,True,-2,15,4,1,48502,189,5811,0.06274220335855324,315.72,13,2,35,67,20.939115131531235,334,2017-08-18,2022-08-01,12,https://github.com/apache/myfaces-trinidad
myfaces-tobago,21990141.53169619,1364,57,7,-93,25,52,1,False,0,48,17,0,39169,346,15975,0.009558733420687965,24.71,34,6,5,13,11.290902553038476,214,2017-08-18,2023-07-05,12,https://github.com/apache/myfaces-tobago
VCL,20357065.423766002,256,42,7,1,20,0,2,True,-1,18,9,0,29809,14,2814,0.05106289721674337,0.0,22,4,19,53,20.12843191176252,380,2017-10-17,2021-09-14,12,https://github.com/apache/VCL
VXQuery,14976894.828093171,397,72,9,42,32,-5,3,True,-5,34,13,0,79696,111,1659,0.010792778649921507,39.18,16,9,2,26,24.185124286681496,355,2015-03-17,2021-02-05,12,https://github.com/apache/VXQuery
incubator-warble-server,Issues missing,Issues missing,4,6,0,2,PRs missing,1,False,0,Commits or Issues or PRs missing,0,0,PRs missing,4,80,Issues missing,0.0,8,0,2,1,14.113740141137402,129,2018-06-14,2018-07-01,12,https://github.com/apache/incubator-warble-server
incubator-retired-Wave,5806070.629273417,316,498,11,38,90,-1,1,False,-6,46,20,0,70961,89,1065,0.0017048343519137014,38.81,37,2,7,13,5.090168432213242,397,2013-12-17,2018-02-23,12,https://github.com/apache/incubator-retired-Wave
Unomi,49332886.46652315,1777,579,9,4,121,26,4,False,4,161,53,415,82988,245,2751,0.014996250937265684,19.46,40,0,3,7,5.274659779477501,159,2015-11-24,2023-06-14,12,https://github.com/apache/Unomi
Whirr,2167756.2674780684,5013,249,14,53,59,0,2,True,-2,184,16,0,38749,551,237,0.02645930115128257,66.94,3,0,0,0,11.487964989059082,66,2010-08-12,2015-04-23,12,https://github.com/apache/Whirr
Wink,1860546.8630287203,1593,63,15,303,23,4,2,True,-7,119,14,0,56775,43,922,0.01772313587737506,99.24,37,3,0,9,19.619374876098597,338,2009-07-10,2023-04-14,12,https://github.com/apache/Wink
